,date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover,label
149,2017-09-18,29.01,29.74,28.04,27.99,1063043.0,-1.26,-4.3,27.184,26.052,24.647,934792.02,822858.37,613293.33,1.09,-0.026034236804564924
150,2017-09-15,27.5,30.22,29.3,27.47,1550495.62,1.74,6.31,26.631999999999998,25.544,24.375999999999998,838738.1,743382.4,574532.8,1.6,0.04300341296928333
151,2017-09-14,25.78,28.06,27.56,25.55,1150696.12,1.8,6.99,25.93,24.901999999999997,24.052,687792.52,629040.87,524644.26,1.19,-0.06313497822931792
152,2017-09-13,25.3,26.05,25.76,24.99,467463.75,0.5,1.98,25.612,24.469,23.77,712567.28,543860.62,476996.89,0.48,-0.06987577639751541
153,2017-09-12,25.03,25.47,25.26,24.82,442261.62,-0.02,-0.08,25.22,24.217,23.575,691418.45,530834.46,465101.95,0.46,-0.01979414093428345
154,2017-09-11,25.61,26.39,25.28,25.03,582773.38,-0.51,-1.98,24.92,24.026999999999997,23.413,710924.71,530269.65,455374.99,0.6,0.0007911392405063122
155,2017-09-08,25.9,26.28,25.79,25.16,795767.75,-0.18,-0.69,24.456,23.9,23.247,648026.71,561840.09,446279.84,0.82,0.019775106630476852
156,2017-09-07,23.96,26.18,25.97,23.96,1274569.88,2.17,9.12,23.874000000000002,23.641,23.058000000000003,570289.21,530653.17,423698.0,1.31,0.006931074316519049
157,2017-09-06,23.79,24.27,23.8,23.5,361719.62,0.04,0.17,23.326,23.353,22.9,375153.95,421245.08,371934.62,0.37,-0.09117647058823522
158,2017-09-05,23.05,23.89,23.76,23.05,539792.94,0.8,3.48,23.214000000000002,23.296999999999997,22.857,370250.46,407295.24,366097.84,0.56,-0.0016835016835016474
159,2017-09-04,22.9,23.04,22.96,22.69,268283.34,0.08,0.35,23.134,23.241999999999997,22.808000000000003,349614.58,403728.29,348687.44,0.28,-0.034843205574912925
160,2017-09-01,23.26,23.37,22.88,22.74,407080.28,-0.35,-1.51,23.344,23.208000000000002,22.795,475653.47,405683.2,346977.85,0.42,-0.0034965034965035776
161,2017-08-31,23.19,23.43,23.23,23.01,298893.59,-0.01,-0.04,23.408,23.201999999999998,22.793000000000003,491017.13,420247.65,341429.99,0.31,0.01506672406371078
162,2017-08-30,23.52,23.58,23.24,23.23,337202.16,-0.12,-0.51,23.38,23.070999999999998,22.787,467336.2,410133.17,349244.78,0.35,0.0004302925989672122
163,2017-08-29,23.38,23.57,23.36,22.85,436613.53,0.14,0.6,23.38,22.933000000000003,22.804000000000002,444340.01,399369.44,350080.18,0.45,0.005136986301369906
164,2017-08-28,23.27,24.42,24.01,23.27,898477.81,0.81,3.49,23.35,22.799,22.807,457842.0,380480.33,338725.63,0.93,0.027072053311120454
